accession	serotype	segment	Organism_Name	Host	Collection_Date
KT935478.1	P40	VP4	"KT935478.1 |Rotavirus A isolate RVA/Alpaca-tc/PER/SA44/2014/G3-P[40]-I8-R3-C3-M?-A9-N3-T3-E3-H6 segment VP4, complete sequence"		
LC088221.1	P39	VP4	"LC088221.1 |Rotavirus A VP4 gene for VP4 protein, complete cds, strain: RVA/CommonGull-wt/JPN/Ho374/2013/G28P[39]"		
LC088110.1	P38	VP4	"LC088110.1 |Rotavirus A VP4 gene for VP4 protein, complete cds, strain: RVA/Turkey-tc/IRL/Ty-1/1979/G17P[38]"		
AB971763.1	P36	VP4	"AB971763.1 |Rotavirus A VP4 gene for outer capsid protein VP4, complete cds, strain: RVA/SugarGlider-tc/JPN/SG385/2012/G27P[36]"		
JX204814.1	P37	VP4	"JX204814.1 |Rotavirus A pheasant-tc/GER/10V0112H5/2010/G23P[37] segment 4, complete sequence"		
AB571047.1	P34	VP4	"AB571047.1 |Rotavirus A VP4 gene for outer capsid protein, complete cds, strain: FGP51"		
FJ492835.1	P32	VP4	"FJ492835.1 |Porcine rotavirus A strain 61/07/Ire VP4 outer capsid protein gene, complete cds"		
AB513836.1	P33	VP4	"AB513836.1 |Bovine rotavirus A VP4 gene for outer capsid protein VP4, complete cds, strain: Dai-10"		
FJ169856.1	P30	VP4	"FJ169856.1 |Rotavirus A strain 02V0002G3 segment 4, complete sequence"		
EU486958.2	P35	VP4	"EU486958.2 |Rotavirus A isolate Tu-03V0002E10 segment VP4, complete sequence"		
EU486962.1	P31	VP4	"EU486962.1 |Rotavirus A isolate Ch-06V0661 segment VP4, complete sequence"		
AB454420.1	P29	VP4	"AB454420.1 |Bovine rotavirus A VP4 gene for outer capsid protein VP4, complete cds, strain: AzuK-1"		
EU805773.1	P28	VP4	"EU805773.1 |Human rotavirus A isolate Ecu534 segment VP4, complete sequence"		
